"ascii_id_company","name_internat","name_native","postcode","city","city_native","country","country_iso_code","website_address","operating_revenue_turnover","number_of_employees"
"1SPLf5bUUHGLwuTcWsh00Q==","Excelpoint Technology Pte. Ltd.","Excelpoint Technology Pte. Ltd.","486057","Singapore","Singapore","Singapore","SG","www.excelpoint.com",1599447000,NA
"1TQ7VTQuXHyqrRLzqFwq7g==","Xuguang enterprise development (shanghai) co., ltd.","旭广企业发展(上海)有限公司","201700","Shanghai","上海市","China","CN","www.superlux.com.tw",9249878,NA
"1UU8D33RXj+EoZlBlZYXWA==","NCD Co.,Ltd","(주)엔씨디","34015","Daejeon","Daejeon","Republic of Korea","KR","www.ncdtech.co.kr",19062530,49
"1V674SC2Vt6NpWi2vIatbg==","Komico Technology INC","Komico Technology INC","78728-1211","Austin","Austin","United States of America","US","www.komico.com",7990000,12
"1XM0R8vIUiCR0jeqhJXxLg==","OEM Group INC","OEM Group INC","85233-2810","Gilbert","Gilbert","United States of America","US","www.oemgroupinc.com",83800000,250
"1XmtGpy1XYSp9MfGrgE01Q==","Wisol Co.,Ltd.","Wisol Co.,Ltd.","18103","Osan","Osan","Republic of Korea","KR","www.wisol.co.kr",416742229,NA
"1YdZ6ZA7VCK4lz6eL4GJsA==","Joint Stock Company RTI Microelectronics","Акционерное Общество РТИ Микроэлектроника","124460","Zelenograd","Зеленоград","Russian Federation","RU","www.aorti.ru",171619,24
"1ZNFjs0PWMOn1xmhKWQdhA==","Xi'an tongxin semiconductor material co., ltd.","西安通鑫半导体辅料有限公司","710300","Xian","西安市","China","CN","www.tongxinbdt.com",20489612,NA
"1ZVnZLWGX0yD3rk+9FPlzg==","Taian technology (wuxi) co., ltd.","台安科技(无锡)有限公司","214000","Wuxi","无锡市","China","CN","www.taian-technology.com",90234331,760
"1a0zhWXtUNeWeoncExbRMw==","Sanritsu Great International Corporation","Sanritsu Great International Corporation","4106","Cavite","Cavite","Philippines","PH","www.sanritsu-ltd.com.ph",9641877,NA
"1e4/3A+UV3+qCdd7NeESmg==","China fangda group co., ltd.","方大集团股份有限公司","518055","Shenzhen","深圳市","China","CN","www.fangda.com",604890242,2349
"1eQDNWgyUYWTjeXS9a/EPw==","Sanei Electric Co.,Ltd.","サンエー電機株式会社","915-0802","Echizen-Shi","Echizen-Shi","Japan","JP","www.sanei-elec.co.jp",30961449,190
"1fqkJPEgWNSBSjshlZZ4Wg==","ASML Holding N.V.","ASML Holding N.V.","5504 DR","Veldhoven","Veldhoven","Netherlands","NL","www.asml.com",22583537605,39086
"1gKEYIQgX8qb2T04dbu0ZQ==","MSL (Vietnam) Electronic Technology Co., LTD","Công TY Tnhh KỸ Thuật Điện TỬ MSL Việt NAM","","Nam Dinh","Nam Định","Vietnam","VN","www.msl.com.tw",5298790,2000
"1hOZh3vsWAOpccd9nsKkNQ==","Morgan Technical Ceramics INC","Morgan Technical Ceramics INC","94544-7807","Hayward","Hayward","United States of America","US","www.morgantechnicalceramics.com",25900000,20
"1hmGbhNMXmGGFpw7jOcw4w==","Technol Seven Co.,Ltd.","株式会社テクノ・セブン","154-0001","Setagaya-Ku","Setagaya-Ku","Japan","JP","www.techno7.co.jp",42939322,248
"1hsnUY55XJG2S8gTcJLL9w==","Integrated Circuit Solution Inc.","矽成積體電路股份有限公司","310","Zhudong Township","新竹縣竹東鎮","Taiwan, China","TW","www.icsi.com.tw",220600283,NA
"1jULuTqzUlKthAnNc8esww==","Unimicron Technology Corp.","欣興電子股份有限公司","333","Taoyuan City","桃園市龜山區","Taiwan, China","TW","www.unimicron.com",4598594894,29329
"1kOLuS8gX3CUKML7+Q2EGA==","Teledyne/Advance Pollution Instrumenta","Teledyne/Advance Pollution Instrumenta","92121-2251","San Diego","San Diego","United States of America","US","www.teledyne-api.com",360000,1
"1s8+SKkkX3aQh366576/AA==","Advanced Mechatronics Tech Co.,Ltd","에이엠티(주)","31418","Asan-si","Asan-si","Republic of Korea","KR","www.imamt.com",27896915,88
"1szwXxF+X+qs+IBu3CoHmw==","Shanghai zhedian appliance co., ltd.","上海柘电电器有限公司","201415","Shanghai","上海市","China","CN","www.zhedian.cn",16941486,210
"1tryCM/nUravNoDlI6RvKQ==","Spirox Corporation","蔚華科技股份有限公司","300","Hsinchu City","新竹市","Taiwan, China","TW","www.spirox.com.tw",295109102,342
"1uKQoNROXFCgF7s7oBPZPQ==","Iwasaki Electric Mfg. Co., Ltd.","株式会社岩崎電機製作所","669-2325","Tambasasayama-Shi","Tambasasayama-Shi","Japan","JP","iwasakidenki.co.jp",140580373,210
"1whlecO+XI2PE+T248Qe7w==","Fujian kewei photoelectricity co., ltd.","福建科维光电科技有限公司","362000","Quanzhou","泉州市","China","CN","www.kewei168.com",8924849,NA
"1yR073txVn6spSTdzKxXNA==","Advance Research Product Company Limited","บจ.แอดวานซ์ รีเสิร์ช โปรดักท์ จำกัด","10210","Don Muang, Bangkok","ดอนเมือง, กรุงเทพมหานคร","Thailand","TH","www.arpxpert.com",286988,NA
"22rEmujxW/Sr3oqJR+OkQw==","Brich electronics (dongguan) co., ltd.","佰力电子(东莞)有限公司","523846","Dongguan","东莞市","China","CN","www.brich.com.cn",36788750,400
"26KvkaNHX1ihq9PUS0s0mA==","D&D Filtration Consultants & Suppliers, Inc.","D&D Filtration Consultants & Suppliers, Inc.","06037-3630","Berlin","Berlin","United States of America","US","www.danddfiltration.com",15500000,10
"28JKh17WWXWpe4ndEWjXsg==","Yokote Precisions Industry Co.,Ltd","横手精工株式会社","013-0811","Yokote-Shi","Yokote-Shi","Japan","JP","www.ypi.co.jp",107205154,160
"2Ag3i8G/W6W9D6WH9bw5gQ==","Kopin Corp","Kopin Corp","01581-3335","Westborough","Westborough","United States of America","US","www.kopin.com",114805540,302
"2C+oe4p2XyejQWtvg+pvbw==","Nordkontakt AS","Nordkontakt AS","8012","Bodoe","Bodø","Norway","NO","www.nordkontakt.no",15213895,82
"2CRU0tTQX16BEhhtGoDcPw==","Teledyne Instruments INC","Teledyne Instruments INC","77236-6269","Houston","Houston","United States of America","US","www.teledyneinstruments.com",1360000,7
"2GHsZTknXtaGnOo8H4JEVQ==","Crayonano AS","Crayonano AS","7037","Trondheim","Trondheim","Norway","NO","crayonano.com",943991,31
"2Gh16PwDX+eOb/oNW7Fy8g==","Silego Technology INC","Silego Technology INC","95054","Santa Clara","Santa Clara","United States of America","US","www.silego.com",7500000,35
"2I7Wy5TuU/CDd4AJXJY3Lw==","Shanghai micro electronics equipment (group) co., ltd.","上海微电子装备(集团)股份有限公司","201203","Shanghai","上海市","China","CN","www.smee.com.cn",87653213,1848
"2JEuxiQBXOG2lMIla0qWdg==","Takara Tool & DIE Co.,Ltd.","株式会社多加良製作所","124-0011","Katsushika-Ku","Katsushika-Ku","Japan","JP","www.takaras.co.jp",18642071,NA
"2KGoEDNwXamVRnNz6cKauw==","Changzhou star sea electronics co.,ltd","常州星海电子股份有限公司","213022","Changzhou","常州市","China","CN","www.czstarsea.cn",78545533,1
"2LvepB3+VpaxXw0c0SFk9A==","Bangkok Solar CO LTD","บริษัท บางกอกโซลาร์ จำกัด","24140","Ban Pho, Chachoengsao","บ้านโพธิ์,ฉะเชิงเทรา","Thailand","TH","www.bangkoksolar.com",23211455,NA
"2Mi2ahYTV4+CZ6u2ncpeWQ==","Sai microelectronics inc.","北京赛微电子股份有限公司","100023","Beijing","北京市","China","CN","www.navgnss.com",163586745,876
"2NrFxHDGVNKOsgVXsLWeAA==","Jing da electronic (dongguan) co., ltd.","精达电子（东莞）有限公司","","Dongguan","东莞市","China","CN","www.in-tech.com.hk",192714744,1606
"2Pz7B1NrXw+2gwdKytr78A==","MEC Co.,Ltd.","株式会社メック","508-0101","Nakatsugawa-Shi","Nakatsugawa-Shi","Japan","JP","www.mec-com.co.jp",10209344,74
"2S1YByiLWKq4hERaoB7X0A==","Dongguan bisheng electronical co., ltd.","东莞必胜电子有限公司","523000","Dongguan","东莞市","China","CN","296219.71ab.com",6209906,NA
"2StaeIX3XQGO/xBetKDphQ==","Delphon Holdings, Inc.","Delphon Holdings, Inc.","94544-7818","Hayward","Hayward","United States of America","US","www.delphon.com",53600000,200
"2TAf4dMcUX+S7jJumSyW7A==","Shenyang siwo electron co., ltd.","沈阳斯沃电子有限公司","000000","Shenyang","沈阳市","China","CN","af.qincai.net/corp-143870.html",25535279,54
"2TAfJlXkXuuZTzPWUX6lhg==","Metro Label Group INC","Metro Label Group INC","M1B 6J1","Scarborough","Scarborough","Canada","CA","www.ingeniouspkg.com",3e+06,175
"2YCZ+m7aX2K5++LQlrTNVg==","Shanghai meadville science & technology co., ltd.","上海美维科技有限公司","201613","Shanghai","Shanghai","China","CN","www.zgdiandu.com.cn",76999798,900
"2aExO3cUXm2ns0W70d8Lhw==","Process Specialties, Inc.","Process Specialties, Inc.","95377-8024","Tracy","Tracy","United States of America","US","www.processpecialties.com",8520000,25
"2bfnLV8xVFKY+Dq9b0xj2A==","Easy Field Corporation","易發精機股份有限公司","320","Taoyuan City","桃園市中壢區","Taiwan, China","TW","www.efctw.com",65844634,NA
"2gs5HRFZWwKXh7Trdz4HHw==","Bird Technologies Group INC","Bird Technologies Group INC","44139-2743","Solon","Solon","United States of America","US","www.birdrf.com",44200000,6
"2hDSQ+WEXIivelf7ergY8g==","Navitas Semiconductor Corp","Navitas Semiconductor Corp","90245","El Segundo","El Segundo","United States of America","US","www.navitassemi.com",37943000,230
"2jyQeIg/XRauleGdqMvVGQ==","Sets Co.,Ltd","(주)세츠","18487","Hwaseong-si","Hwaseong-si","Republic of Korea","KR","www.sets.co.kr",17162675,33
"2kRaeQfZUqCeHwIiI0V5Ag==","Yunjian information technology co., ltd.","云尖信息技术有限公司","311201","Hangzhou","杭州市","China","CN","cloudnineinfo.com",15317449,29
"2lYyCDUpUB2IsS2LFMOzew==","Parthunters INC","Parthunters INC","34689-6757","Tarpon Springs","Tarpon Springs","United States of America","US","www.parthunters.com",15100000,8
"2mNrUMhFVIuAVYuz2zMQ7Q==","Merix Corporation","Merix Corporation","97006","Beaverton","Beaverton","United States of America","US","www.merix.com",400496000,4120
"2n+yTxarXWGGQOHmKa0miQ==","Nantong jianghai capacitor co., ltd.","南通江海电容器有限公司","226361","Nantong","南通市","China","CN","jianghai-europe.com",210779875,100
"2o3H/BJLWFiyVsF7IuT9pQ==","Luch Research and Production Association, Research and Development Institute, Joint-Stock Company","Акционерное Общество Научно-Исследовательский Институт Научно-Производственное Объединение ЛУЧ","142103","Podolsk","Подольск","Russian Federation","RU","sialuch.com",81888106,564
"2vG+c9EjV9SvImDI/us4nQ==","Authentec, Inc.","Authentec, Inc.","32901","Melbourne","Melbourne","United States of America","US","www.authentec.com",69790000,217
"2ya91/qvXDaqIgw/2Ok/NA==","Compound Semiconductor Applications Catapult Limited","Compound Semiconductor Applications Catapult Limited","NP10 8BE","Newport","Newport","United Kingdom","GB","www.csa.catapult.org.uk",17169414,92
"311BYUgQWYKwf9ukYQJ2wg==","Unigen Corp","Unigen Corp","94507-1574","Alamo","Alamo","United States of America","US","www.unigen.com",1.01e+08,200
"33cA41ftUnGGgPy0f+X7jA==","Finisar optoelectronics communication technology (wuxi) co., ltd.","菲尼萨光电通讯科技(无锡)有限公司","214028","Wuxi","Wuxi","China","CN","www.finisar.com",601726402,1995
"33tv/xgvXOOkL23PcO9/3w==","LDT Inc","(주)엘디티","31092","Cheonan-si","Cheonan-si","Republic of Korea","KR","www.ldt.co.kr",28812076,65
"349QJRmKVGy2G7UDP2hndA==","Daystar Technologies Inc.","Daystar Technologies Inc.","95035","Milpitas","Milpitas","United States of America","US","www.daystartech.com",625000,55
"34M0/prHUk+kqZHP4IiJuA==","Oviso Manufacturing Tempe INC","Oviso Manufacturing Tempe INC","85282-4596","Tempe","Tempe","United States of America","US","www.tecomet.com",340000,3
"363B22fTUjKMMe16gbMqFg==","Jiang men lucky electronics co.,ltd","江门吉华光电精密有限公司","000000","Jiangmen","江门市","China","CN","www.luckygld.com",14560385,1
"38HNaehWVde5nZgwimaIkw==","Tohken CO LTD","株式会社　東研","〒163-0710","Tokyo","Tokyo","Japan","JP","www.tohken.co.jp",54075981,148
"38VVTZg6VTuFr3RLdkVotg==","Aved Electronics, Inc.","Aved Electronics, Inc.","01862-1231","North Billerica","North Billerica","United States of America","US","www.aved.com",53500000,90
"39az78UMWZuzqr4ZnSrD/Q==","Mcgregor & Associates INC","Mcgregor & Associates INC","45309-1921","Brookville","Brookville","United States of America","US","www.mcgregor-surmount.com",2.2e+07,150
"3BNjCS+kXaOPdGupm57Pdw==","Toyo Electronics Co.,Ltd.","東洋電子工業株式会社","185-0021","Kokubunji-Shi","Kokubunji-Shi","Japan","JP","www.toyo-denshi.co.jp",26745704,250
"3DV+ZJF5Wx6dG+01LqfeaA==","Messer Gases Ltda.","Messer Gases Ltda.","06455-911","Barueri","Barueri","Brazil","BR","www.linde-gas.com.br",196492189,151
"3FER2+r7UZmme/BFw9bHUw==","Timbercon, Inc.","Timbercon, Inc.","97062-7541","Tualatin","Tualatin","United States of America","US","www.timbercon.com",17900000,70
"3IDalk4YVzmcjteJy1hVQg==","Siliconcore Technology, Inc.","Siliconcore Technology, Inc.","95035-4573","Milpitas","Milpitas","United States of America","US","www.silicon-core.com",6370000,7
"3K/mpRvTXiqQqqx6qSDFfQ==","Micro-Technica Co.,Itd.","株式会社マイクロ・テクニカ","170-0013","Toshima-Ku","Toshima-Ku","Japan","JP","www.microtechnica.co.jp",32829148,151
"3LLaNQYfXkWxBeKuKREjrw==","Goldcard smart group co.,ltd.","金卡智能集团股份有限公司","325600","Wenzhou","温州市","China","CN","www.china-goldcard.com",400848699,2017
"3OTSUKWiXGKfx41jIkzvOw==","Epiq","Epiq","3980","Tessenderlo","Tessenderlo","Belgium","BE","www.epiq.com",295959677,3317
"3P3673iOVyeG3Cdyg0xvvQ==","Rudolph Technologies, Inc.","Rudolph Technologies, Inc.","01187","Wilmington","Wilmington","United States of America","US","www.rudolphtech.com",273784000,651
"3PHBkmoUU9yLNVOGvp0brA==","Lg innotek (huizhou) co., ltd.","乐金电子部品(惠州)有限公司","516006","Huizhou","惠州市","China","CN","www.lginnotek.co.kr",747360193,3000
"3Pjt9rdJWrSnrvXi5mAmeA==","CLT Engineering Sdn. Bhd.","CLT Engineering Sdn. Bhd.","43650","Bandar Baru Bangi, Selangor","Bandar Baru Bangi, Selangor","Malaysia","MY","www.clt.com.my",39412854,NA
"3Tyi8iw1VRauG0kh1OnSKA==","Suzhou invo automotive electronics co., ltd.","苏州智华汽车电子有限公司","215299","Suzhou","苏州市","China","CN","www.invo.cn",41250257,240
"3V9tW6kSUsSVywQxR5CAyA==","Zhangzhou yabao electronic co., ltd.","漳州雅宝电子股份有限公司","363107","Zhangzhou","漳州市","China","CN","www.aupo.com/cn",25405748,1
"3VqOjJydUeK6HwXQZTb+Rg==","MR Light Technology Private Limited","MR Light Technology Private Limited","679303","","","India","IN","mrlightglobal.com",6625131,NA
"3WePaOYOXCW9gWS8hYX8Bg==","Perfect Optronics Limited","Perfect Optronics Limited","KY1-1108","Grand Cayman","Grand Cayman","Cayman Islands","KY","www.perfect-optronics.com",215333968,60
"3WjFOiS6WM+XbcAyc1D1EA==","nichi moto ra i to n K.K.","日本ライトン株式会社","","Chiyoda-ku","千代田区","Japan","JP","www.lite-on.co.jp",501150599,341
"3X/q9+lrVP+dXMrfxfJhRw==","Zhengzhou winsen electronics technology co., ltd.","郑州炜盛电子科技有限公司","450001","Zhengzhou","郑州市","China","CN","www.winsensor.com",48162480,374
"3XIfV63DXi6kscnY2noPmw==","Comdel, Inc.","Comdel, Inc.","01930-5108","Gloucester","Gloucester","United States of America","US","www.comdel.com",17500000,75
"3ZjoxOm+X8KGpWJD66yXWg==","Oefu Denso KK","オーエフ電装株式会社","491-0828","Ichinomiya-Shi","Ichinomiya-Shi","Japan","JP","sites.google.com/site/ofdenso",21294160,NA
"3arDDv9EWEimXdTNNtoMDw==","SK Siltron Co.,Ltd","에스케이실트론(주)","39386","Gumi-si","Gumi-si","Republic of Korea","KR","www.sksiltron.com",1858029525,NA
"3arMgYEzUT2MTN9tiosoLQ==","AXT INC","AXT INC","94538","Fremont","Fremont","United States of America","US","www.axt.com",141118000,1076
"3btZpQTkVaGSVCQLQ/8lXA==","Unittec co.,ltd","浙江众合科技股份有限公司","310053","Hangzhou","杭州市","China","CN","www.unittec.com",453568223,1614
"3cl/9nCqWweK9y0FS2c2UA==","Stion Corporation","Stion Corporation","95119-1202","San Jose","San Jose","United States of America","US","www.stion.com",5470000,8
"3dDskHkNXAiICY+YmPQKJw==","Shuoying industrial (shenzhen) co., ltd.","硕颖实业(深圳)有限公司","518109","Shenzhen","深圳市","China","CN","www.shuoying.com",109308465,650
"3ebP/kFUVfqwYrWBFaLV6g==","Eden electronics co.,ltd","易登电子科技(昆山)有限公司","000000","","","China","CN","eden-electronics.co.uk",45590312,NA
"3gIAkha2WeKprPPO910qEw==","Adtec Plasma Technology Co.,Ltd.","株式会社アドテックプラズマテクノロジー","721-0942","Fukuyama-Shi","Fukuyama-Shi","Japan","JP","www.adtec-rf.com",89007661,515
"3ilqtA9+WG2N7aBjWDTbXg==","EI Microcircuits INC","EI Microcircuits INC","56001-5793","Mankato","Mankato","United States of America","US","www.eimicro.com",2.15e+08,570
"3jva08SkWcahVv7Hw+Jo9A==","Tractebel Engineering","Tractebel Engineering","1000","Brussel","Brussel","Belgium","BE","www.tractebel-engineering-gdfsuez.com",412070317,1132
"3k1XaPDLVTKg+7f6mdMQHQ==","Hano Manufacturing Co.,Ltd.","株式会社羽野製作所","812-0061","Higashi-Ku Fukuoka-Shi","Higashi-Ku Fukuoka-Shi","Japan","JP","hano-ss.co.jp",20046537,NA
"3lCRNVFtV1GLVm9kq4okqQ==","AIR Liquide Progetti Italia S.R.L. IN Liquidazione","AIR Liquide Progetti Italia S.R.L. IN Liquidazione","20148","Milano","Milano","Italy","IT","www.airliquide.it",46086472,1
"3nc4HDlYXEeIHpZr3CUjHg==","Dexingpu electronic(shenzhen)co.ltd","德兴璞电子(深圳)有限公司","000000","Shenzhen","深圳市","China","CN","larkcn.com",13357739,NA
"3qlujfe1U7qQldsfERV26w==","Arion Water, Inc.","Arion Water, Inc.","02330-1081","Carver","Carver","United States of America","US","www.arionwater.com",18900000,15
"3u4xeGuIV4KDBNckEIYXjA==","Wellex (shanghai) electronics co., ltd.","伟利仕(上海)电子有限公司","201100","Shanghai","上海市","China","CN","www.wellex.com.cn",7402774,156
"3uY514ldX3CTKVykUipe6A==","SJK Co.,Ltd","(주)에스제이케이","08511","Seoul","Seoul","Republic of Korea","KR","www.sejin.com",81407338,NA
"3uyLWMwvVj2dfVP+fvSFtA==","Samyoung S & C Co.,Ltd","(주)삼영에스앤씨","13229","Seongnam-si","Seongnam-si","Republic of Korea","KR","www.samyoungsnc.com",13636530,102
"3w488iyvXselHcoC6RML5Q==","Interlink electronics (china) company limited","亿达利电子(深圳)有限公司","000000","Shenzhen","深圳市","China","CN","www.interlinkelec.com",5160870,366
"3wWKmgqSVJGtKYKK/DptCA==","Jilin sino-microelectronics co.,ltd.","吉林华微电子股份有限公司","132001","Jilin","吉林市","China","CN","www.hwdz.com.cn",344223597,2320
"3xxt9X3bUPKWaddfJvAfMQ==","Electroconcept LTD","Производственная Компания Электроконцепт","141241","Pushkino","Пушкино","Russian Federation","RU","www.vtzp.ru",18427001,152
"4+ezgKjAV9uyQy9iLjyAHQ==","Phoenix Technologies LTD","Phoenix Technologies LTD","95008","Campbell","Campbell","United States of America","US","www.phoenix.com",125826000,705
